iso3c,country,wb_gdp_per_capita,wb_gdp_total,wb_percent_gdp_for_research,wb_researchers_per_million_people,wb_total_researchers_count,wb_total_research_spending_usd,foreign_aid_oda,hdi_proxy_gdp,hdi_proxy_life,wb_population,area_total_km2,wb_population_density,wb_urbanisation_percent_urban,main_language,main_religion,main_religion_percentage,% atheists/non-religious,atheist_count,ever_colonized,colonizer,n_records_gbif,biome_diversity_count count of unique ecosystems in the country,pa_coverage_pct,forest_cover_pct,mean_latitude,endemic_tetrapods_total,terrestrial_protected_area_pct,is_main_english_spanish_arabic
ESP,Spain,35297.0094995565,1722745978335.16,1.43532,3387.49657,165334.00917902,24726917576.2402,NA,53229.922021795,83.8829268292683,48807137,507303.236608419,96.2089998208972,81.802,Spanish,Christians,69.45676422,26.35974312,12568191,0,Never Colonized,3220457,10,NA,37.1727521093233,40.2076539840155,38,28.1,Yes
LKA,Sri Lanka,4515.56787322732,98963185509.6499,0.10506,94.4866,2070.7683256,103970722.696438,827259826.660156,14455.6544414734,77.483,21916000,66196.8445338634,331.073182631669,19.416,Sinhala,Buddhists,69.59994507,0.069881201,15766,1,Multiple,240523,4,NA,34.1070158422244,7.61103818451618,293,29.9,No
KNA,St. Kitts and Nevis,22771.4168922033,1066681481.48148,NA,NA,NA,NA,NA,34367.8026558315,72.145,46843,233.460944583147,200.645979924564,31.221,NA,NA,NA,NA,NA,1,Britain,7556,3,NA,42.3076923076923,17.2645786417283,1,22.9,No
LCA,St. Lucia,14181.6303351598,2549062962.96296,NA,NA,NA,NA,35849578.8574219,25974.5092925263,72.697,179744,552.621143421295,325.257189558834,19.306,NA,Christians,91.73370361,5.901278973,10519,1,Multiple,10876,3,NA,34.0491803278688,13.8947729972689,15,18.7,No
MAF,St. Martin (French part),NA,NA,NA,NA,NA,NA,NA,NA,80.224,26129,49.1181159909229,531.962585959703,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,1,NA,24.8,18.0888907769359,0,12.8,No
VCT,St. Vincent and the Grenadines,11501.2265187188,1157207407.40741,NA,NA,NA,NA,21283740.9973145,19819.869034679,71.23,100616,311.787988338069,322.706466455991,54.725,NA,Christians,86.31412506,7.863911629,8141,1,Unknown,17263,4,NA,73.1794871794872,13.2246770305567,11,22.4,No
SDN,Sudan,989.312866210938,49909807029.6996,NA,NA,NA,NA,1390063232.42188,2420.65795898438,66.331,50448963,1867226.68709158,27.0181244456076,36.752,Sudanese Arabic,Muslims,98.85551453,0.563212574,263523,1,Britain,86699,10,NA,9.73608137044968,15.9679661095596,13,2.3,No
SUR,Suriname,7430.70219176443,4714267822.2233,NA,NA,NA,NA,43524604.7973633,21135.5456365134,73.631,634431,145900.343571519,4.3483859219907,66.533,Dutch,Christians,52.78678131,8.109276772,49654,1,Netherlands,201348,7,NA,94.6001457500987,4.12984828785449,6,14.5,No
SWE,Sweden,57723.2345031532,610117791237.089,3.40822,8623.7461,91150.4867668849,20794156584.500702,NA,67258.8461000938,83.309756097561,10569709,443967.503900134,23.8073933500717,88.976,Swedish,Christians,60.7713089,28.90637589,2992876,0,Never Colonized,2538197,4,NA,68.6996660773915,62.3836560742429,0,15.4,No
CHE,Switzerland,103669.872008144,936564198048.516,3.30645,6021.39855,54397.9286833521,30967026926.3752,NA,90505.997877357,84.0560975609756,9034102,41299.2481749183,218.74737190704,74.327,German,Christians,61.58049774,30.76514435,2658287,0,Never Colonized,625552,3,NA,32.2086033202538,46.7988964271967,0,12.1,No
SYR,Syrian Arab Republic,NA,NA,0.07306,139.93785,3452.652987966,NA,9206277343.75,4650.06687798544,72.12,24672760,186389.082541258,132.372345330572,58.044,NA,NA,NA,NA,NA,1,France,66087,4,NA,2.84310842454937,35.0167773258703,1,0.7,No
TJK,Tajikistan,1341.20229027672,14204575548.5536,0.08969,NA,NA,12740083.8094977,530799865.722656,4963.58295264504,71.79,10590927,142612.882549112,74.2634663201115,28.523,Tajiki,Muslims,98.91412354,0.074550293,7268,0,Never Colonized,47077,8,NA,3.0607392463434002,38.5365490307173,2,22.3,No
TZA,Tanzania,1185.74548339844,78779864877.3018,0.51456,19.31703,1324.37860957371,405369672.712644,3056842041.01563,4018.5166015625,66.995,68560157,947902.771181531,72.3282588514241,38.136,Swahili,Christians,64.69165802,3.478159189,2120731,1,Multiple,513154,18,NA,51.1131180853466,-6.26824779010462,251,39.9,No
THA,Thailand,7345.13569000377,526411265427.683,1.15902,1863.07585,133522.940511634,6101211848.55993,84968795.7763672,23519.2120979823,76.412,71668011,516871.545423363,138.657296255876,54.32,Thai,Buddhists,94.39245605,0.012629814,9048,0,Never Colonized,498126,15,NA,38.8283192076572,15.0825849519536,104,18.5,No
TLS,Timor-Leste,1343.14886031844,1881265333.4187,NA,NA,NA,NA,259935394.287109,4806.14014290568,67.689,1400638,15054.3760851251,93.0385950291184,32.842,Tetun,Christians,99.5353241,0.063858345,847,1,Portugal,3950,1,NA,61.8493611297915,-8.82932165792304,1,16,No
TGO,Togo,1043.14092889765,9925732119.72034,0.19074,41.39064,393.84170779104,18932341.4451546,615510925.292969,3071.51216831953,62.739,9515236,57267.3949333293,166.154510975706,45.064,Ewe,Christians,56.8842392,8.012784004,694686,1,Multiple,39419,3,NA,22.1788931788932,8.52077978482272,2,28,No
TON,Tonga,NA,NA,NA,NA,NA,NA,129549209.594727,7852.76498057614,72.895,104175,432.625112931241,240.797394525169,23.21,Tongan,Christians,97.76400757,0.581340015,614,1,Britain,28952,1,NA,12.4305555555556,-20.4205127569074,5,12.6,No
TTO,Trinidad and Tobago,19314.7163432664,26428963758.1307,0.0478,492.71552,674.19890562816,12633044.6763865,NA,34620.3860516966,73.49,1368333,5113.75068082187,267.579138171844,53.562,Trinidadian Creole,Christians,70.0174942,2.448547363,36264,1,Unknown,115508,3,NA,44.3996101364522,10.4571725744873,20,30.6,No
TUN,Tunisia,4350.3717971875,53409988744.5968,0.74658,1703.91532,20919.1541104099,398748293.969411,1225880737.30469,14009.5192313256,76.508,12277109,157008.576133803,78.1938751520007,70.88,Tunisian Arabic,Muslims,99.30379486,0.441310823,52843,1,France,86316,6,NA,4.53308444902163,34.0889554864525,NA,7.9,No
TUR,Turkiye,15473.2872636856,1323254808058.74,1.32343,2478.67633,211973.080793994,17512351106.2918,1550410644.53125,42326.1644386964,77.156,85518661,781555.470777113,109.421102145145,77.893,NA,NA,NA,NA,NA,0,Never Colonized,506012,14,NA,29.0741785013578,39.137013310438,39,7,No
TKM,Turkmenistan,8571.60702949432,64239891739.3311,0.14,NA,NA,89935848.4350636,36352214.8132324,19828.9248461199,70.073,7494498,471682.073463362,15.8888760494353,54.524,Turkmen,Muslims,94.28793335,0.071888015,4996,0,Never Colonized,31439,8,NA,8.78215904496414,39.1254707099273,1,3.2,No
TCA,Turks and Caicos Islands,37506.7798431288,1745378000,NA,NA,NA,NA,NA,35336.7403511449,78.008,46535,330.967578550697,140.602895920428,94.433,Turks and Caicos Islands Creole,NA,NA,NA,NA,NA,Unknown,6321,2,NA,11.0736842105263,21.830621867995202,8,44.4,No
TUV,Tuvalu,NA,NA,NA,NA,NA,NA,68341110.2294922,6151.01047041608,67.105,9646,10.2737566007137,938.897072890544,66.928,Tuvaluan,NA,NA,NA,NA,1,Britain,2657,0,NA,33.3333333333333,-8.50345059320317,1,13.2,No
UGA,Uganda,1072.71369837695,53651874313.9836,0.3109,12.44448,622.41181209216,166803677.242175,2256590576.17188,3097.63702430619,68.252,50015092,243097.438324,205.740925716131,27.389,Swahili,Christians,87.74430084,0.094881155,42181,1,Britain,179877,8,NA,11.4534375623379,1.27423154739338,7,16.1,No
UKR,Ukraine,5389.47314453125,190741263731.535,0.32653,586.07925,22189.0899285143,622827448.462581,38935210937.5,17665.34375,73.422,37860221,571431.815599071,66.255010600536,70.284,Ukrainian,Christians,83.42977142,15.14456844,6766595,0,Never Colonized,202181,5,NA,16.7345529858474,49.1956082317395,3,13,No
ARE,United Arab Emirates,49377.5643384379,537078829135.466,1.49469,2606.78477,28353.9484143794,8027663551.2049,NA,76110.3848420758,82.909,10876981,71434.7356268405,152.264593751966,88.008,Arabic,Muslims,72.94023132,0.335835189,31731,1,Britain,13039,6,NA,4.46775556181357,23.905320327121,1,19.4,Yes
GBR,United Kingdom,52636.7865943853,3643834188782.91,2.89711,4472.69458,309626.75499508,105565884666.649,NA,57915.4940036535,81.2380975609756,69226000,240147.733803169,288.264223458129,84.884,English,Christians,49.37041092,40.21815872,27087679,0,Never Colonized,1673416,4,NA,13.2214553796553,54.0116497461288,1,27.8,Yes
USA,United States,85809.9003846356,29184890000000,3.58623,4825.1804,1641096.87312224,1046637280647,NA,82304.6204272866,78.3853658536585,340110988,9460566.77246044,35.9503818513345,83.515,English,Christians,64.01000214,29.72999954,100914368,1,Britain,39330129,92,NA,33.8669264120375,44.7437315908213,529,12.9,Yes
URY,Uruguay,23906.5133029408,80961511073.5797,0.62592,902.41575,3056.110349961,506754290.11175,NA,34470.9322201143,78.138,3386588,177959.9299811,19.0300591844448,95.852,Spanish,Religiously_unaffiliated,52.4098053,52.4098053,1781393,1,Multiple,86468,4,NA,11.7243743572163,-32.791340912445,4,3.7,Yes
UZB,Uzbekistan,3161.70010632875,114965293466.611,0.12527,542.07268,19710.7703579121,144017023.125624,1200078857.42188,11106.9715934767,72.388,36361859,448373.148071346,81.0973162786591,50.626,Uzbek,Muslims,95.62223053,0.551984191,185391,0,Never Colonized,50764,8,NA,8.43180461723851,41.7754007525036,1,9.5,No
VUT,Vanuatu,3542.81071592874,1161251868.03498,NA,NA,NA,NA,150053588.867188,3460.93371368124,71.477,327777,11317.0886449824,28.9630142771148,26.147,Bislama,Christians,83.50376129,1.366455793,4084,1,Multiple,44126,1,NA,36.2838392124692,-16.2169690328556,22,4.2,No
VEN,Venezuela,NA,NA,0.69,179.95961,5111.85044011823,NA,405295074.462891,NA,72.514,28405543,916363.285632472,30.9981242650883,88.505,Spanish,Christians,88.11541748,9.727750778,2766969,1,Spain,560650,25,NA,52.3477807380534,7.12227407747028,385,56.9,Yes
VNM,Vietnam,4717.29028732449,476388230307.175,0.42494,767.88667,77547.0979135456,2024364145.86731,831187988.28125,15033.8768594355,74.588,100987686,329674.5733666,306.325371012768,40.195,Vietnamese,Religiously_unaffiliated,67.67364502,67.67364502,66373764,1,France,260166,14,NA,46.9611618580284,16.5442975147679,214,7.6,No
VIR,Virgin Islands (U.S.),NA,NA,NA,NA,NA,NA,NA,NA,80.519512195122,104377,316.52373821965,329.76041729789,96.314,NA,NA,NA,NA,NA,NA,Unknown,46766,3,NA,57.3142857142857,17.9545678607673,8,14.4,No
PSE,West Bank and Gaza,2592.30591217647,13711100000,0.45434,584.35347,3090.73432455744,62295011.74,3623873046.875,5950.02006184393,65.17,5289152,6347.4923594308,833.266383084594,77.877,NA,NA,NA,NA,NA,NA,Unknown,16191,4,NA,1.68298755186722,31.9152202984207,0,10,No
YEM,Yemen,NA,NA,NA,NA,NA,NA,4146491699.21875,NA,69.295,40583164,455155.849792642,89.1632262190823,40.477,Arabic,Muslims,99.86302185,0.061554585,22243,1,Britain,57568,12,NA,1.03983180862549,15.91728068186,59,0.8,Yes
ZMB,Zambia,1235.08466482514,26325775287.0226,NA,NA,NA,NA,1421932006.83594,4076.99508686641,66.349,21314956,757286.698218899,28.1464814450481,46.914,Bemba,Christians,98.28038025,0.059753649,11389,1,Britain,172193,9,NA,60.0301501230848,-13.4555254933089,14,41.3,No
ZWE,Zimbabwe,2656.40937654332,44187704410.1191,NA,95.1253,1582.3497219369,NA,791534362.792969,3820.35992188998,62.775,16634373,391057.021039387,42.5369501250422,32.67,Shona,Christians,87.20018768,10.53988743,1636517,1,Britain,220641,8,NA,44.9748222825385,-18.9970468090672,9,28.3,No
